p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
2.267676086358184e-137	0.2600569864723331	0.319	0.129	8.299921243679588e-133	11	NOTCH2
2.589361496053535e-137	0.2822330066280361	0.487	0.225	9.477322011705542e-133	11	ZNHIT1
3.3955057698537556e-137	0.4375720328420427	0.867	0.584	1.2427890668241731e-132	11	EIF3E
1.057166300920616e-136	0.35479345555423203	0.984	0.798	3.8693343779995466e-132	11	ANXA1
1.0956669951674954e-136	0.368580458959318	0.664	0.355	4.01025076901255e-132	11	CANX
2.035385939844108e-135	0.27194875353764103	0.398	0.175	7.44971607842342e-131	11	TACC1
1.0141127005355309e-134	0.26485232941169545	0.424	0.189	3.711753895230097e-130	11	SSR1
1.167483705748566e-134	0.2531680321784222	0.376	0.161	4.273107111410327e-130	11	HOOK3
2.5439934919224662e-133	0.3191099494400782	0.976	0.829	9.311270579785419e-129	11	PNRC1
5.863615069855354e-133	0.27685972964316663	0.385	0.167	2.1461417517177583e-128	11	TIMM8B
2.0008230414311651e-131	0.37966058838446926	0.821	0.501	7.323212413942207e-127	11	ATP5ME
5.143013587189002e-131	0.291494926645838	0.617	0.315	1.8823944030470467e-126	11	CAPZB
2.8459159801972073e-129	0.30145428257069784	0.5	0.241	1.0416337079119798e-124	11	GNAI3
3.496748310153706e-129	0.2607988515344495	0.557	0.278	1.279844848999358e-124	11	TUBA1B
6.300435784500233e-129	0.2666058923861817	0.376	0.164	2.3060225014849304e-124	11	TRIM38
4.101150305353854e-128	0.2540785887341265	0.4	0.178	1.501062023262564e-123	11	ERP44
4.703922956971957e-128	0.2715444731333242	0.505	0.242	1.721682841481306e-123	11	SUPT4H1
1.389431101746256e-127	0.25613234088571757	0.359	0.154	5.085456775501471e-123	11	ESD
1.8576195777183666e-127	0.30712579937284756	0.583	0.298	6.799073416406993e-123	11	YWHAE
1.9134518902762234e-127	0.35662828594009643	0.708	0.395	7.003425263600005e-123	11	APRT
5.088224300075569e-127	0.32284756873494347	0.667	0.357	1.862340976070659e-122	11	ENY2
5.5501534110019765e-126	0.25033282503000387	0.39	0.173	2.0314116499608336e-121	11	TUBB
2.0650327775953651e-125	0.2901286458721878	0.509	0.248	7.558226469276796e-121	11	ALKBH7
9.54345201482645e-125	0.25982933498554517	0.47	0.222	3.4929988719466287e-120	11	CCT8
1.0846773110605102e-124	0.29926262851734675	0.383	0.171	3.9700274262125734e-120	11	PLIN2
3.5926804173525607e-122	0.3214682940785446	0.483	0.239	1.3149569595552108e-117	11	PIM3
2.2558071466999953e-121	0.2680643203333337	0.595	0.302	8.256479737636652e-117	11	SELENOH
1.3217289099915634e-119	0.3240010309883823	0.685	0.375	4.837659983460121e-115	11	NDUFA11
1.4621930450439004e-119	0.3765159097666142	0.774	0.471	5.35177276416518e-115	11	MAP1LC3B
1.2251221689843894e-117	0.31184488583904757	0.498	0.251	4.4840696506997635e-113	11	PABPC4
3.082678092272883e-117	0.365977921572715	0.857	0.565	1.1282910085527978e-112	11	UBE2D3
3.9939972284429546e-116	0.45949469883985383	0.814	0.575	1.4618429255824058e-111	11	CD52
6.446958187735935e-116	0.2565159413927517	0.523	0.26	2.3596511662932297e-111	11	LAPTM4A
8.280623423520215e-116	0.2869131499523294	0.702	0.394	3.030790979242634e-111	11	HERPUD1
2.2845977529347273e-115	0.3032212995090975	0.653	0.359	8.361856235516396e-111	11	ARF6
1.2408618269797086e-114	0.3375705811989653	0.864	0.555	4.5416783729284315e-110	11	ARPC5
2.849261566359978e-113	0.28657913567950355	0.638	0.343	1.0428582259034155e-108	11	MICOS10
3.076939503394927e-113	0.3514033897828117	0.872	0.601	1.1261906276375773e-108	11	PSME1
3.5061752031798853e-112	0.387621472090925	0.561	0.308	1.2832951861158698e-107	11	PDE4B
3.766791304512909e-112	0.3193610951795751	0.803	0.504	1.3786832853647697e-107	11	STK17B
5.234167346621413e-111	0.27388404637363184	0.617	0.335	1.9157575905369032e-106	11	USP15
3.554203383655058e-108	0.2895813742668656	0.681	0.381	1.300873980451588e-103	11	ATP5PF
7.871082859314783e-108	0.25191589196509945	1	0.971	2.880895037337804e-103	11	RPS9
1.3606912996801303e-107	0.3045531229590792	0.643	0.356	4.980266225959245e-103	11	DDT
1.7690227950511688e-107	0.33016548398608103	0.972	0.838	6.474800332166783e-103	11	YBX1
5.231574499847563e-107	0.30201713358964866	0.674	0.381	1.9148085826892067e-102	11	VAPA
2.800851277248593e-106	0.3319860892786022	0.787	0.489	1.0251395759857575e-101	11	PCBP2
1.2144935919131722e-105	0.3612229165169416	0.916	0.707	4.4451679957614016e-101	11	EIF3K
1.248274809606726e-105	0.33690140475507246	0.833	0.536	4.5688106306415774e-101	11	EIF3H
2.0645180640131108e-104	0.2763358472189915	0.371	0.175	7.556342566094387e-100	11	EIF4A3
1.0390701228760535e-101	0.29169866277448087	0.705	0.408	3.803100556738643e-97	11	ATP5MC3
8.9178892048608015e-99	0.3106100208110538	0.853	0.578	3.264036627871102e-94	11	NDUFA13
1.6043704974946907e-98	0.27950601405796127	0.631	0.356	5.872156457880318e-94	11	EIF3M
1.7554431623367392e-97	0.3036493287411153	0.892	0.619	6.4250975184686994e-93	11	LRRFIP1
6.37727468810163e-97	0.32612919924597805	0.81	0.524	2.3341463085920778e-92	11	COX7B
3.030429673070656e-95	0.27958510028345906	0.746	0.448	1.109167564640591e-90	11	TMEM258
5.405121977027068e-94	0.25502114367118756	0.672	0.382	1.978328694811677e-89	11	NEDD8
3.574136583087664e-90	0.29255475927414776	0.764	0.475	1.308169730775916e-85	11	ERP29
6.484345296333659e-90	0.26927388209127745	0.64	0.371	2.3733352219110828e-85	11	MOB1A
1.3272058760827807e-84	0.31011578669421613	0.36	0.187	4.857706227050586e-80	11	RGS1
1.051016416603664e-83	0.3056338491150612	0.926	0.707	3.8468251864110703e-79	11	EEF2
3.996364363246073e-83	0.280419041166144	0.952	0.795	1.4627093205916952e-78	11	ATP5MG
1.1708735496077507e-81	0.29170313036593076	0.809	0.526	4.285514278919328e-77	11	PTP4A2
3.137801800240117e-74	0.33480836135481384	0.817	0.569	1.1484668369058853e-69	11	HNRNPU
3.1521006369947373e-71	0.2500348382234844	0.267	0.131	1.1537003541464438e-66	11	PRDM1
1.4710773578872615e-22	0.35995028643992066	0.624	0.498	5.384290237603166e-18	11	C12orf57
0	1.4539178977142635	0.874	0.341	0	12	LTB
0	1.2354896969565035	0.905	0.436	0	12	IL7R
0	0.964502274641687	0.32	0.06	0	12	TNFRSF4
0	0.865702308803733	0.868	0.468	0	12	CD2
0	0.7625916150236444	0.266	0.028	0	12	CCR4
0	0.7557936524604578	0.346	0.101	0	12	MFHAS1
0	0.7094579729164187	0.275	0.056	0	12	AQP3
0	0.6979453628977192	0.293	0.067	0	12	PKIA
0	0.6219993959588237	0.992	0.92	0	12	RPSA
0	0.6032806418623018	0.999	0.967	0	12	RPS16
0	0.5688825064432059	0.999	0.984	0	12	RPS18
0	0.5479039190997899	0.999	0.97	0	12	RPS25
0	0.5469974651896727	0.998	0.967	0	12	RPL36
0	0.4868100127124766	1	0.989	0	12	RPL13
0	0.48437650425576173	0.999	0.982	0	12	RPS29
0	0.4828030527148659	0.999	0.988	0	12	RPS12
0	0.45906158537497	1	0.986	0	12	RPL34
0	0.4582328641906157	1	0.986	0	12	RPL11
0	0.45012560866187723	0.999	0.983	0	12	RPL32
0	0.44568897616748515	0.999	0.99	0	12	RPL10
0	0.4429215573624523	1	0.99	0	12	TPT1
0	0.4341919295898107	1	0.984	0	12	RPL30
0	0.4291803978639903	1	0.99	0	12	RPL41
0	0.4103369491976876	1	0.992	0	12	EEF1A1
1.2195098545588625e-300	0.7283858413349682	0.465	0.166	4.4635280186708927e-296	12	TRAT1
3.0202647116817127e-294	0.4030534908432539	1	0.986	1.1054470871226238e-289	12	RPL28
6.975125134381268e-294	0.5901071717135213	0.994	0.922	2.552965550434888e-289	12	RPLP0
1.1630451061136974e-292	0.41851038785298655	0.999	0.982	4.256861392886744e-288	12	RPS15A
6.473442420927062e-289	0.44562656496217645	0.998	0.978	2.369344660483514e-284	12	RPL18A
7.7443783090716715e-289	0.44756188840812783	0.999	0.983	2.834519904903322e-284	12	RPS8
1.933494187547879e-288	0.40685180905760365	0.999	0.983	7.076782075843992e-284	12	RPL39
2.661416628421756e-286	0.6650230315714128	0.457	0.165	9.74105100168647e-282	12	RCAN3
8.885076716306487e-283	0.43296191118832983	1	0.986	3.252026928935337e-278	12	RPS27A
3.332660867160733e-282	0.40738437427245877	0.999	0.982	1.2197872039894997e-277	12	RPS28
2.10461022751605e-279	0.7350575256625003	0.341	0.105	7.703083893731495e-275	12	GATA3
6.329541296711646e-278	0.4110503942416024	1	0.991	2.316675410009429e-273	12	RPLP1
8.692936051724756e-270	0.4429570928439226	1	0.977	3.181701524291778e-265	12	RPS21
4.57111884145024e-269	0.7836478374929323	0.773	0.445	1.6730752071592023e-264	12	LDHB
7.342656719537102e-267	0.4568091668645158	0.998	0.972	2.687485785917775e-262	12	RPL14
1.4826717690240867e-265	0.6539807293453634	0.294	0.087	5.4267269418050595e-261	12	TMEM173
3.2847728276279223e-259	0.5967389125674449	0.25	0.066	1.202259702640096e-254	12	MAL
3.150688260841325e-258	0.4611299017368111	0.999	0.973	1.1531834103505334e-253	12	RPS4X
4.0674937344297164e-257	0.41872863041953234	0.996	0.974	1.4887433817386206e-252	12	RPL17
2.0742972917379745e-251	0.41591977251212686	0.999	0.973	7.59213551749016e-247	12	RPL18
9.008655889438349e-251	0.41085947431754377	0.999	0.974	3.29725814209333e-246	12	RPL9
1.2732822816841758e-248	0.4020510410725464	1	0.983	4.660340479192252e-244	12	RPS2
4.123489132169574e-248	0.39232308249506875	1	0.991	1.5092382572653858e-243	12	RPS27
1.2068783647211517e-245	0.4408970715625147	0.999	0.977	4.4172955027158877e-241	12	RPS6
9.3797458458968e-239	0.37603728587987995	0.999	0.979	3.433080777056688e-234	12	RPS15
2.7521759515740027e-235	0.41864866522277655	0.999	0.976	1.0073239200356007e-230	12	RPL13A
4.085696880610552e-234	0.6253433835304647	0.933	0.714	1.495405915272268e-229	12	HINT1
1.6045905362819496e-233	0.37704516178772707	1	0.982	5.872961821845564e-229	12	RPL19
6.513183253762551e-232	0.7412606815867755	0.561	0.26	2.3838902027096313e-227	12	ARID5B
2.1277349375578662e-231	0.4235956568403525	0.998	0.966	7.787722644955546e-227	12	RPL5
9.553343042529976e-229	0.45175360051386093	0.994	0.952	3.496619086996396e-224	12	RPL36A
3.5665772100367176e-222	0.3896091543166218	0.999	0.976	1.305402924645539e-217	12	RPL6
7.305803224737275e-218	0.35081351026549346	0.999	0.982	2.67399703828609e-213	12	RPS14
1.5718141465076756e-214	0.4427086548639503	0.994	0.952	5.752996957632743e-210	12	RPL10A
3.314765375200297e-214	0.7847894355578742	0.652	0.334	1.2132372749770607e-209	12	IL32
7.557677141723458e-213	0.34893025149774104	0.997	0.98	2.766185410642203e-208	12	RPLP2
9.941359410686211e-213	0.34492380017439306	1	0.983	3.63863695790526e-208	12	RPL37
2.8953441198514772e-210	0.3478631894390718	0.998	0.978	1.0597249013068391e-205	12	RPL35A
1.0001444289446832e-202	0.33974000655151304	1	0.982	3.6606286243804354e-198	12	RPL21
4.28793593213183e-202	0.377154495081542	0.998	0.977	1.5694274305195713e-197	12	RPL12
2.5567253698551468e-201	0.363397758244421	0.999	0.975	9.357870526206823e-197	12	RPS7
6.819255845405611e-194	0.3683937071307639	0.997	0.964	2.4959158319769074e-189	12	RPL24
5.509606456560292e-193	0.7264465679334027	0.478	0.215	2.0165710591656325e-188	12	ITM2A
5.635122592590235e-192	0.6136946747331034	0.335	0.125	2.062511220113952e-187	12	MT1X
9.165607019624836e-191	0.39427958749571346	0.997	0.957	3.3547038252528862e-186	12	RPL38
1.2252708812609925e-190	0.33701787982996834	0.999	0.981	4.484613952503359e-186	12	RPS3A
3.476072456558907e-187	0.6771734688752316	0.273	0.093	1.2722772798251256e-182	12	BATF
2.3175153303972955e-184	0.4970777776293011	0.31	0.112	8.48233786078714e-180	12	CAMK4
1.726055734513732e-183	0.32675238729289635	0.999	0.979	6.31753659389371e-179	12	RPS23
2.744157826238522e-180	0.6975399718888493	0.915	0.72	1.0043892059815614e-175	12	FAM107B
5.011672599397216e-180	0.37383423142598726	0.998	0.964	1.8343222881053751e-175	12	RPL8
5.863017111358527e-180	0.3883544508222725	0.994	0.96	2.1459228929283346e-175	12	RPL35
1.6889070285999752e-179	0.3777486303041293	0.998	0.966	6.181568615378769e-175	12	RPL23A
9.215746705891953e-179	0.3999054443146557	0.996	0.959	3.373055451823514e-174	12	RPL27A
2.39939943993916e-178	0.6121040661830559	0.864	0.629	8.782041890121319e-174	12	FXYD5
3.7844597483505733e-175	0.38260948572697906	0.994	0.946	1.3851501124937934e-170	12	RPL22
7.274577684626372e-175	0.4802745152595553	0.279	0.098	2.6625681783500983e-170	12	TNFRSF25
7.944177542448998e-175	0.5831083682247575	0.605	0.307	2.9076484223117575e-170	12	TRAC
1.3561486343650164e-174	0.7635992266884828	0.958	0.799	4.9636396166393964e-170	12	ANXA1
4.4690321561445375e-172	0.6091088029432457	0.969	0.81	1.6357104594704623e-167	12	CRIP1
1.1250425243964174e-170	0.5561431747689976	0.626	0.325	4.117768143543327e-166	12	SPOCK2
6.313838616361575e-170	0.6502040927377475	0.688	0.403	2.3109280719745e-165	12	GPR183
2.032555772374307e-169	0.3906324057177972	0.992	0.952	7.4393573824672e-165	12	RPS10
1.0230804837796456e-167	0.37772644515420595	0.997	0.975	3.744576878681881e-163	12	RPL3
1.2439909384929458e-167	0.5504613746729353	0.445	0.199	4.553131233978031e-163	12	LIME1
1.0675514705543508e-164	0.39300432577887534	0.992	0.934	3.907345137375979e-160	12	RPS5
7.648377173988752e-164	0.3362116294911752	0.999	0.972	2.7993825294516233e-159	12	RPL7A
5.4460972693025183e-160	0.3574739052037943	0.999	0.983	1.9933260615374146e-155	12	RPS19
4.813035768260082e-159	0.5619611375043048	0.321	0.129	1.7616192215408726e-154	12	PHACTR2
8.732511483730594e-158	0.5143163442689775	0.29	0.11	3.196186528160235e-153	12	FLT3LG
2.5522197035679177e-156	0.3554432277584336	0.998	0.976	9.341379337028936e-152	12	RPS3
3.0518061949150775e-154	0.6562812335226402	0.818	0.575	1.1169915854008675e-149	12	CD52
1.9557538156929357e-150	0.32549421652972477	0.998	0.971	7.158254540817714e-146	12	RPL29
5.017894808126477e-150	0.5810164590860777	0.297	0.116	1.836599678722372e-145	12	MAF
1.2532616327831608e-145	0.5885253453311667	0.704	0.426	4.587062902149647e-141	12	LEPROTL1
1.9965323930936317e-143	0.4505117907064906	0.952	0.793	7.307508211962002e-139	12	NPM1
1.4161991280743508e-138	0.627880297508959	0.72	0.472	5.183430428664931e-134	12	ZFP36L2
7.40946916568851e-138	0.4322174421233682	0.568	0.293	2.7119398093336516e-133	12	CD3E
1.8697429086817616e-137	0.4822406740578864	0.924	0.742	6.843446020066116e-133	12	SARAF
2.4192861543930142e-135	0.6049685618119015	0.362	0.167	8.854829253693871e-131	12	SESN3
4.5551595119649675e-135	0.28976364784296127	0.999	0.976	1.6672339329742978e-130	12	RPL37A
1.2498079979494454e-132	0.5275955608300925	0.49	0.262	4.574422253294765e-128	12	PPA1
1.9927744854466936e-132	0.3653983852548812	0.797	0.458	7.293753894183443e-128	12	CD3D
2.8469304659903384e-130	0.5674157148031691	0.769	0.526	1.0420050198571238e-125	12	ITGB1
7.551658968664247e-130	0.2616133077227456	0.999	0.979	2.763982699120801e-125	12	RPL26
1.2593982123998337e-128	0.3511213963251203	0.991	0.938	4.6095233972046315e-124	12	RPS20
1.639651287814706e-128	0.5398220055643828	0.775	0.504	6.001287678530605e-124	12	TRBC2
2.8210501263017886e-128	0.36506911545329634	0.983	0.914	1.0325325567277176e-123	12	EEF1B2
1.6689837914822773e-127	0.5075819928644507	0.473	0.248	6.108647575204283e-123	12	TTC39C
4.119804786594933e-125	0.33513829688815555	0.991	0.942	1.5078897499416114e-120	12	RPL27
4.2362536441645094e-125	0.426215121186288	0.359	0.164	1.550511196300652e-120	12	S1PR1
2.0985987251434123e-124	0.2692755048660862	0.998	0.973	7.681081193897404e-120	12	RPS13
5.008440987415203e-124	0.5071005416475383	0.747	0.495	1.8331394858038386e-119	12	SOD1
2.528331227468381e-122	0.5712267011462804	0.816	0.592	9.253945125657022e-118	12	EZR
1.6495737217055697e-120	0.4456237174932448	0.341	0.156	6.037604778814556e-116	12	P2RY10
2.3801457639127294e-119	0.25732300171352485	0.999	0.978	8.711571510496981e-115	12	FAU
1.466748239110836e-118	0.430295061690839	0.271	0.115	5.368445229969571e-114	12	KDSR
1.112319894929431e-112	0.32084258421773804	0.991	0.943	4.0712020474312105e-108	12	RACK1
1.2522713725868007e-107	0.3864733807757874	0.959	0.843	4.58343845080495e-103	12	RPS17
1.7803359870944935e-105	0.3809640854781027	0.552	0.31	6.516207746364556e-101	12	BCL11B
2.749656118954379e-105	0.3311444223034763	0.979	0.87	1.0064016360984922e-100	12	CALM1
8.836453990596077e-105	0.3999101018044633	0.904	0.698	3.23423052509807e-100	12	S100A11
1.6515910608107338e-101	0.476051682978476	0.504	0.293	6.044988441673366e-97	12	NIBAN1
1.720109522084108e-99	0.393780854539306	0.832	0.629	6.295772861780043e-95	12	GAS5
8.392745864866346e-99	0.3925414043117019	0.445	0.238	3.071828913999731e-94	12	PBXIP1
9.6198435029461e-98	0.668119857612484	0.659	0.438	3.520958920513302e-93	12	LMNA
1.0307937865005166e-96	0.35498561721527966	0.357	0.176	3.772808337970541e-92	12	CD6
6.45010560845213e-96	0.5493331253467804	0.596	0.386	2.360803153749564e-91	12	CREM
8.030053024421083e-95	0.4059159494209925	0.659	0.41	2.939079707468361e-90	12	GIMAP7
4.760229032843095e-94	0.35372499047256145	0.947	0.83	1.7422914283109012e-89	12	COX7C
7.283594840303974e-94	0.299270141859282	0.978	0.905	2.6658685474996574e-89	12	RPL31
8.743375605852861e-94	0.3288640464719186	0.964	0.854	3.200162905498206e-89	12	TOMM7
5.485286985260266e-93	0.5241171871847723	0.701	0.481	2.00766988947511e-88	12	PRDX1
4.8236100607568205e-91	0.4399182634755626	0.378	0.203	1.7654895183376037e-86	12	NOSIP
2.6632991978327797e-89	0.4261715024412569	0.664	0.456	9.747941393987757e-85	12	HSPA8
1.3198559740145495e-88	0.3679412873335929	0.417	0.23	4.830804850490653e-84	12	MZT2A
4.407835047904706e-87	0.49256196523846096	0.477	0.288	1.6133117058836016e-82	12	RALA
7.502971932206527e-87	0.33175963049713175	0.944	0.845	2.746162756906911e-82	12	EEF1G
1.2352247052947784e-86	0.2971385899805692	0.985	0.915	4.5210459438494184e-82	12	RPL36AL
2.786417604290403e-86	0.5586825541432068	0.431	0.252	1.0198567073463304e-81	12	DDIT4
1.8690951051124286e-85	0.4944662041903902	0.589	0.399	6.841074994222e-81	12	NDUFV2
5.397188470568361e-85	0.3940490533695433	0.412	0.232	1.9754249521127256e-80	12	CDKN1B
1.8429898591771217e-84	0.3119913800916434	0.793	0.558	6.745527183574183e-80	12	ARL4C
6.642803191724419e-84	0.40052700458531465	0.415	0.233	2.4313323962030546e-79	12	ALOX5AP
1.9445090553769973e-82	0.35001315234305164	0.843	0.649	7.117097593585348e-78	12	NOP53
1.9928442009841663e-82	0.3717347888963549	0.467	0.267	7.294009060022147e-78	12	OCIAD2
1.1668864272921589e-81	0.3152162820253901	0.945	0.843	4.270921012532031e-77	12	RPL4
1.9622206586867938e-81	0.3790809298638401	0.405	0.225	7.181923832859534e-77	12	LAT
4.26108799140635e-80	0.37084603795824567	0.812	0.626	1.5596008157346381e-75	12	MIF
2.9902931047370575e-79	0.2650879873466959	0.254	0.118	1.0944771792648105e-74	12	ITK
3.5229459760968956e-79	0.3437682670496034	0.704	0.461	1.2894334567112246e-74	12	ETS1
3.52690613589873e-79	0.27410854277190344	0.992	0.928	1.2908829148002941e-74	12	RPL7
1.0471366056732289e-78	0.35261013185082246	0.368	0.198	3.832624690424585e-74	12	RASGRP1
1.5982538045792893e-78	0.36400391874954785	0.727	0.523	5.849768750140657e-74	12	MZT2B
1.4374112372012486e-75	0.4464134990569266	0.614	0.427	5.26106886928029e-71	12	MT2A
2.3785164330549307e-75	0.44252241901357436	0.458	0.287	8.705607996624352e-71	12	GSTK1
8.989531753846256e-72	0.3535973866972486	0.954	0.881	3.290258517225268e-67	12	PABPC1
1.5624649949997332e-71	0.2715376710538562	0.486	0.288	5.718778128198523e-67	12	RORA
1.5425162729503944e-69	0.2691642895963602	0.98	0.902	5.6457638106257384e-65	12	RPL23
1.141277436695025e-68	0.3084326598045767	0.258	0.129	4.177189546047461e-64	12	PDCL3
1.0562016307161238e-67	0.31424520620406127	0.525	0.329	3.8658035885840845e-63	12	PEBP1
1.3588268768452959e-66	0.34568922108833666	0.598	0.405	4.973442251941467e-62	12	KLF2
3.159213991329831e-65	0.3351987874962109	0.262	0.137	1.1563039129666314e-60	12	LGALS8
1.2267652030729648e-64	0.3578161543510734	0.433	0.263	4.4900833197673584e-60	12	GIMAP4
1.8128864974080587e-64	0.30146848614848476	0.289	0.153	6.635345869163236e-60	12	FAM102A
1.853696031773022e-63	0.3088117022918375	0.468	0.292	6.784712845892438e-59	12	SEC11C
3.4305964135585164e-63	0.3179239994483041	0.769	0.586	1.2556325933265527e-58	12	EIF3E
1.6560682912623723e-61	0.32189592005240875	0.429	0.263	6.061375552849409e-57	12	GSPT1
1.966689816795021e-61	0.3338321699976967	0.405	0.245	7.198281398451457e-57	12	CACYBP
9.840459246309899e-61	0.321396438578071	0.654	0.469	3.601706488741886e-56	12	ANP32B
1.3410800193801688e-60	0.2804552671614101	0.298	0.161	4.9084869789333555e-56	12	LCK
5.0864996268213e-60	0.3227300116551778	0.259	0.14	1.8617097284128637e-55	12	ANTXR2
2.42803809333451e-59	0.32249778299591625	0.373	0.224	8.88686222541364e-55	12	YIPF5
6.332985050400784e-58	0.296871104012135	0.522	0.344	2.317935858297191e-53	12	EML4
9.875574233607559e-58	0.29693634435413707	0.561	0.381	3.6145589252427027e-53	12	EID1
4.545337247244967e-57	0.2731417954550617	0.625	0.432	1.6636388858641304e-52	12	TLE5
2.2868092974653645e-56	0.28843143323669074	0.275	0.15	8.36995070965298e-52	12	TSTD1
8.542540107314743e-56	0.2718209611582496	0.269	0.147	3.126655104678269e-51	12	CRYBG1
1.0918649894847588e-55	0.30992110532522277	0.363	0.22	3.996335048013166e-51	12	ABRACL
2.5953737248598348e-55	0.306768213021511	0.547	0.367	9.499327370359481e-51	12	FYB1
1.2175023791903987e-54	0.4103656702173195	0.959	0.86	4.456180458074778e-50	12	RPS26
2.2375955521370118e-54	0.29939233052276837	0.746	0.566	8.189823480376677e-50	12	NDUFS5
1.0253227957037915e-53	0.28752343474457165	0.868	0.729	3.752783964555447e-49	12	SNHG6
6.489929999523288e-53	0.30623955046359785	0.371	0.227	2.3753792791255186e-48	12	S1PR4
1.064212302626268e-52	0.28625366579041556	0.406	0.258	3.895123448842403e-48	12	SEPTIN6
3.1701692603815942e-52	0.27965787256715946	0.538	0.364	1.1603136509922673e-47	12	TSC22D3
1.5335281305178985e-51	0.301020152743243	0.543	0.377	5.61286631050856e-47	12	SMDT1
5.767967066155188e-51	0.31192246288939884	0.563	0.398	2.1111336258834604e-46	12	APRT
1.1162435667148155e-49	0.29765137657187357	0.543	0.375	4.0855630785328964e-45	12	GTF3A
1.55177643724802e-49	0.27258804113925006	0.563	0.39	5.679656937971478e-45	12	RWDD1
5.5842302248366215e-49	0.31521805668675773	0.678	0.52	2.0438841045924518e-44	12	MBP
8.920117608235416e-48	0.2546287535726237	0.268	0.151	3.2648522457902448e-43	12	SPTBN1
9.615039996023217e-48	0.2798141622931727	0.847	0.697	3.5192007889444575e-43	12	ARHGDIB
1.7152078970100454e-47	0.2933525577492443	0.299	0.179	6.277832423846468e-43	12	UCP2
2.1554115361512883e-47	0.2631183646145696	0.399	0.258	7.88902176346733e-43	12	NDFIP1
2.606952453701085e-47	0.2908248580990932	0.33	0.202	9.541706675791342e-43	12	CYSTM1
3.580720019034223e-47	0.2819465010199047	0.414	0.269	1.3105793341667159e-42	12	EMB
1.224604727365359e-46	0.2696671696091304	0.831	0.682	4.482175762629951e-42	12	COMMD6
1.237846147247498e-46	0.3148420367892	0.622	0.47	4.530640683540568e-42	12	NR3C1
4.182611687406449e-46	0.2507302393596047	0.726	0.559	1.5308777037076343e-41	12	SNRPD2
4.664645791269055e-46	0.2642607099579217	0.623	0.447	1.7073070060623868e-41	12	PDCD4
4.829546764249036e-46	0.36082660492397123	0.53	0.374	1.7676624111827898e-41	12	TRBC1
6.8836711487112434e-46	0.26206483303690065	0.475	0.318	2.519492477139802e-41	12	CNOT6L
1.5329022366310267e-44	0.30820271648036535	0.764	0.618	5.610575476293221e-40	12	YWHAB
3.31872241864798e-43	0.2604148789677858	0.559	0.401	1.214685592449347e-38	12	UBE2D2
7.150477596487163e-43	0.27459124553057745	0.347	0.221	2.6171463050902664e-38	12	CLDND1
5.406128772335716e-41	0.25522093106512433	0.665	0.509	1.9786971919625954e-36	12	PTGES3
5.180695840743783e-36	0.264944973969382	0.38	0.26	1.896186484670632e-31	12	HEBP2
9.860403402155757e-36	0.4694656019569754	0.634	0.508	3.6090062492230283e-31	12	RGCC
9.158296812547207e-34	0.2537041476355384	0.363	0.25	3.3520282163604035e-29	12	RNASET2
6.506143942297938e-31	0.33460506795848666	0.64	0.562	2.3813137443204683e-26	12	RPS4Y1
0	1.2053610846848613	0.846	0.341	0	13	LTB
0	1.121591311220815	0.881	0.437	0	13	IL7R
0	0.6807047225711251	0.999	0.988	0	13	RPS12
0	0.6784218039206618	0.999	0.984	0	13	RPS18
0	0.6701920146329492	0.994	0.92	0	13	RPSA
0	0.6558175284047749	0.996	0.97	0	13	RPS25
0	0.6515133222675642	0.996	0.967	0	13	RPL36
0	0.6434431531776852	1	0.989	0	13	RPL13
0	0.6343880433756235	0.997	0.983	0	13	RPS8
0	0.6164757399454119	0.999	0.977	0	13	RPS6
0	0.616279758063107	0.999	0.983	0	13	RPL32
0	0.6113550465980442	0.999	0.986	0	13	RPL34
0	0.6031602997986276	0.998	0.984	0	13	RPL30
0	0.6000868461560183	1	0.986	0	13	RPL11
0	0.5960131059991989	0.994	0.934	0	13	RPS5
0	0.5931224772199437	0.998	0.973	0	13	RPS4X
0	0.5915746814960023	0.997	0.982	0	13	RPS29
0	0.5857535041889514	0.998	0.981	0	13	RPS3A
0	0.5795443952521637	0.997	0.967	0	13	RPS16
0	0.5715253136237095	0.997	0.974	0	13	RPL9
0	0.570926813302723	0.997	0.966	0	13	RPL5
0	0.5653016715760142	0.999	0.982	0	13	RPS15A
0	0.556020447387926	0.998	0.982	0	13	RPS28
0	0.5546501100680743	0.999	0.986	0	13	RPS27A
0	0.5514805342478333	0.994	0.952	0	13	RPL10A
0	0.5506175425039403	0.998	0.973	0	13	RPL18
0	0.5494443306848007	1	0.977	0	13	RPS21
0	0.5482492712346803	0.999	0.983	0	13	RPL39
0	0.545224636716374	0.998	0.972	0	13	RPL14
0	0.5451898363633116	0.995	0.975	0	13	RPL3
0	0.5420561737080858	0.999	0.99	0	13	RPL10
0	0.534742408382618	0.994	0.946	0	13	RPL22
0	0.5335144078332039	0.997	0.976	0	13	RPS3
0	0.5287953606534268	0.994	0.965	0	13	RPL8
0	0.5279494680251791	0.997	0.978	0	13	RPL18A
0	0.5277427491189641	1	0.99	0	13	RPL41
0	0.5272818516492075	0.999	0.991	0	13	RPS27
0	0.5230173146183077	0.999	0.982	0	13	RPS14
0	0.5185037137900288	0.998	0.982	0	13	RPL19
0	0.5161392760653944	0.999	0.99	0	13	TPT1
